,충전소명,충전소ID,충전기ID,충전기타입,주소,상세위치,이용가능시간,lat,long,기관 아이디,기관명,운영기관명,운영기관연락처,충전기상태,상태갱신일시,마지막 충전시작일시,마지막 충전종료일시,충전중 시작일시,,충전용량,충전방식,지역코드,지역구분 상세 코드,충전소 구분 코드,충전소 구분 상세코드,주차료무료,충전소 안내,이용자 제한,이용제한 사유,삭제 여부,삭제 사유
18106,광교 휴먼시아 41단지,EV000643,2,2,"경기도 용인시 수지구 광교마을로 90 (상현동, 광교마을휴먼시아41단지)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.2952049371,127.075591219,EV,에버온,에버온,1661-7766,3,20220921192009.0,20220921061452.0,20220921105910.0,20220921061452.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18275,용인 성복자이2차1,EV000722,1,2,"경기도 용인시 수지구 성복2로 251 (성복동, 버들치마을 성복자이2차)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.31879727319,127.0605830298,EV,에버온,에버온,1661-7766,3,20220921173411.0,20220919171756.0,20220919183616.0,20220921173346.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18276,용인 성복자이2차1,EV000722,2,2,"경기도 용인시 수지구 성복2로 251 (성복동, 버들치마을 성복자이2차)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.31879727319,127.0605830298,EV,에버온,에버온,1661-7766,3,20220921124710.0,20220921080920.0,20220921090515.0,20220921124634.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18277,벽산첼시빌2차아파트1,EV000723,1,2,"경기도 용인시 수지구 성복1로 107 (성복동, 성남마을벽산첼시빌2차아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.31593713214,127.0677105331,EV,에버온,에버온,1661-7766,2,20220921160826.0,20220921132220.0,20220921154756.0,20220921132220.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18278,벽산첼시빌2차아파트1,EV000723,2,2,"경기도 용인시 수지구 성복1로 107 (성복동, 성남마을벽산첼시빌2차아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.31593713214,127.0677105331,EV,에버온,에버온,1661-7766,2,20220917174349.0,20220911221721.0,20220912083559.0,20220911221721.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18279,용인 만현마을 롯데캐슬1,EV000724,1,2,"경기도 용인시 수지구 만현로 25 (상현동, 만현마을롯데캐슬아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.31212494707,127.0893041226,EV,에버온,에버온,1661-7766,2,20220919065311.0,20220918215618.0,20220919043243.0,20220918215618.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18280,용인 만현마을 롯데캐슬1,EV000724,2,2,"경기도 용인시 수지구 만현로 25 (상현동, 만현마을롯데캐슬아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.31212494707,127.0893041226,EV,에버온,에버온,1661-7766,2,20220921063311.0,20220920170011.0,20220920185437.0,20220920232655.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18281,용인 만현마을 롯데캐슬1,EV000724,3,2,"경기도 용인시 수지구 만현로 25 (상현동, 만현마을롯데캐슬아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.31212494707,127.0893041226,EV,에버온,에버온,1661-7766,2,20220920220814.0,20220918162314.0,20220919015754.0,20220918162314.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18282,용인 만현마을 롯데캐슬1,EV000724,4,2,"경기도 용인시 수지구 만현로 25 (상현동, 만현마을롯데캐슬아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.31212494707,127.0893041226,EV,에버온,에버온,1661-7766,3,20220921181414.0,20220921001758.0,20220921081210.0,20220921181319.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18283,용인 수지삼성1차1,EV000725,1,2,"경기도 용인시 수지구 수풍로 13 (풍덕천동, 삼성래미안1차아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3264205,127.0884353,EV,에버온,에버온,1661-7766,2,20220920163618.0,20220920110425.0,20220920161706.0,20220920110425.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18284,용인 수지삼성1차1,EV000725,2,2,"경기도 용인시 수지구 수풍로 13 (풍덕천동, 삼성래미안1차아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3264205,127.0884353,EV,에버온,에버온,1661-7766,2,20220918130347.0,20220908061628.0,20220908061730.0,20220908061628.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18324,동천동주민센터,EV000750,1,2,경기도 용인시 수지구 신수로783번길 40,,평일 09시~18시 이용가능,37.3418466,127.0991969,EV,에버온,에버온,1661-7766,2,20220921174615.0,20220921133525.0,20220921172525.0,20220921133525.0,,,,41,41460.0,A0,A002,Y,,N,,N,
18325,성복동주민센터,EV000752,1,2,경기도 용인시 수지구 성복1로 100,,평일 09시~18시 이용가능,37.316477,127.068997,EV,에버온,에버온,1661-7766,2,20220920031914.0,20220919173215.0,20220919213934.0,20220919173215.0,,,,41,41460.0,A0,A002,Y,,N,,N,
18326,풍덕천2동주민센터,EV000753,1,2,경기도 용인시 수지구 풍덕천로 51,,평일 09시~18시 이용가능,37.3193833,127.0886301,EV,에버온,에버온,1661-7766,2,20220921201017.0,20220921180430.0,20220921195010.0,20220921180430.0,,,,41,41460.0,A0,A002,Y,,N,,N,
18430,수지자이2차아파트 1,EV000816,1,2,"경기도 용인시 수지구 성복2로 184 (성복동, 성동마을 수지자이2차)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3191197803,127.0673659086,EV,에버온,에버온,1661-7766,2,20220921015913.0,20220920171625.0,20220921014005.0,20220920171625.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18431,수지자이2차아파트 1,EV000816,2,2,"경기도 용인시 수지구 성복2로 184 (성복동, 성동마을 수지자이2차)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3191197803,127.0673659086,EV,에버온,에버온,1661-7766,2,20220919232713.0,20220919195315.0,20220919230810.0,20220919195315.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18432,수지자이2차아파트 2,EV000817,1,2,"경기도 용인시 수지구 성복2로 184 (성복동, 성동마을 수지자이2차)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.31994267448,127.0669243915,EV,에버온,에버온,1661-7766,2,20220920195315.0,20220920163723.0,20220920193343.0,20220920163723.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18433,수지자이2차아파트 2,EV000817,2,2,"경기도 용인시 수지구 성복2로 184 (성복동, 성동마을 수지자이2차)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.31994267448,127.0669243915,EV,에버온,에버온,1661-7766,2,20220918234018.0,20220918183324.0,20220918232008.0,20220918183324.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18434,수지자이2차아파트 3,EV000818,1,2,"경기도 용인시 수지구 성복2로 184 (성복동, 성동마을 수지자이2차)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.32055535775,127.0669587808,EV,에버온,에버온,1661-7766,2,20220921144344.0,20220921105217.0,20220921140614.0,20220921105217.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18435,수지자이2차아파트 3,EV000818,2,2,"경기도 용인시 수지구 성복2로 184 (성복동, 성동마을 수지자이2차)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.32055535775,127.0669587808,EV,에버온,에버온,1661-7766,2,20220921044210.0,20220920212635.0,20220921042248.0,20220920212635.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18436,수지자이2차아파트 4,EV000819,1,2,"경기도 용인시 수지구 성복2로 184 (성복동, 성동마을 수지자이2차)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.32205528578,127.0674734535,EV,에버온,에버온,1661-7766,2,20220921022419.0,20220920223207.0,20220921020457.0,20220920223207.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18437,수지자이2차아파트 4,EV000819,2,2,"경기도 용인시 수지구 성복2로 184 (성복동, 성동마을 수지자이2차)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.32205528578,127.0674734535,EV,에버온,에버온,1661-7766,2,20220917212316.0,20220916220357.0,20220916234124.0,20220916220357.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18438,수지자이2차아파트 4,EV000819,3,2,"경기도 용인시 수지구 성복2로 184 (성복동, 성동마을 수지자이2차)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.32205528578,127.0674734535,EV,에버온,에버온,1661-7766,2,20220921005123.0,20220920230329.0,20220921003104.0,20220920230329.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18511,용인상현마을현대2차아이파크,EV000854,1,2,"경기도 용인시 수지구 상현로 2 (상현동, 상현마을 현대2차 아이파크)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.30186363041,127.0741157927,EV,에버온,에버온,1661-7766,2,20220919160838.0,20220905121616.0,20220905174450.0,20220905121616.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18512,용인상현마을현대2차아이파크,EV000854,2,2,"경기도 용인시 수지구 상현로 2 (상현동, 상현마을 현대2차 아이파크)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.30186363041,127.0741157927,EV,에버온,에버온,1661-7766,2,20220921020619.0,20220920200153.0,20220921014727.0,20220920200153.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18513,용인상현마을현대2차아이파크,EV000854,3,2,"경기도 용인시 수지구 상현로 2 (상현동, 상현마을 현대2차 아이파크)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.30186363041,127.0741157927,EV,에버온,에버온,1661-7766,2,20220919141035.0,20220916211203.0,20220917005705.0,20220916211203.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18514,용인상현마을현대2차아이파크,EV000854,4,2,"경기도 용인시 수지구 상현로 2 (상현동, 상현마을 현대2차 아이파크)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.30186363041,127.0741157927,EV,에버온,에버온,1661-7766,2,20220918060453.0,20220916232440.0,20220917032803.0,20220916232440.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18515,용인상현마을현대2차아이파크,EV000854,5,2,"경기도 용인시 수지구 상현로 2 (상현동, 상현마을 현대2차 아이파크)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.30186363041,127.0741157927,EV,에버온,에버온,1661-7766,2,20220919041116.0,20220918204210.0,20220919035128.0,20220918204210.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18516,용인상현마을현대2차아이파크,EV000854,6,2,"경기도 용인시 수지구 상현로 2 (상현동, 상현마을 현대2차 아이파크)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.30186363041,127.0741157927,EV,에버온,에버온,1661-7766,2,20220918182817.0,20220902191536.0,20220902230617.0,20220902191536.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18532,광교산자이아파트102동,EV000881,1,2,"경기도 용인시 수지구 신봉2로 93 (신봉동, 광교산자이)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.32811705739,127.0711910293,EV,에버온,에버온,1661-7766,2,20220921191616.0,20220921173840.0,20220921185711.0,20220921173840.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18533,광교산자이아파트102동,EV000881,2,2,"경기도 용인시 수지구 신봉2로 93 (신봉동, 광교산자이)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.32811705739,127.0711910293,EV,에버온,에버온,1661-7766,2,20220921093223.0,20220916190217.0,20220916195439.0,20220916190217.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18534,광교산자이아파트102동,EV000881,3,2,"경기도 용인시 수지구 신봉2로 93 (신봉동, 광교산자이)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.32811705739,127.0711910293,EV,에버온,에버온,1661-7766,2,20220920073411.0,20220919233755.0,20220920071310.0,20220919233755.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18535,광교산자이아파트101동,EV000882,1,2,"경기도 용인시 수지구 신봉2로 93 (신봉동, 광교산자이)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3286034001,127.0715469096,EV,에버온,에버온,1661-7766,2,20220919160221.0,20220919132010.0,20220919150702.0,20220919132010.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18536,광교산자이아파트101동,EV000882,2,2,"경기도 용인시 수지구 신봉2로 93 (신봉동, 광교산자이)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3286034001,127.0715469096,EV,에버온,에버온,1661-7766,2,20220921191918.0,20220921163153.0,20220921185850.0,20220921163153.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18537,스파팰리스리가아파트1,EV000883,1,2,"경기도 용인시 기흥구 언남로 5 (언남동, 스파팰리스리가)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.29255339986,127.1252516262,EV,에버온,에버온,1661-7766,3,20220921185712.0,20220920165714.0,20220920175325.0,20220921185636.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18538,스파팰리스리가아파트1,EV000883,2,2,"경기도 용인시 기흥구 언남로 5 (언남동, 스파팰리스리가)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.29255339986,127.1252516262,EV,에버온,에버온,1661-7766,3,20220921193614.0,20220920213647.0,20220920234716.0,20220921193548.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18539,스파팰리스리가아파트1,EV000883,3,2,"경기도 용인시 기흥구 언남로 5 (언남동, 스파팰리스리가)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.29255339986,127.1252516262,EV,에버온,에버온,1661-7766,3,20220921193016.0,20220919213515.0,20220920060635.0,20220921192912.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18540,스파팰리스리가아파트2,EV000884,1,2,"경기도 용인시 기흥구 언남로 5 (언남동, 스파팰리스리가)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.2927614649,127.1244681598,EV,에버온,에버온,1661-7766,3,20220921174914.0,20220919223941.0,20220920023728.0,20220921174834.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18541,스파팰리스리가아파트2,EV000884,2,2,"경기도 용인시 기흥구 언남로 5 (언남동, 스파팰리스리가)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.2927614649,127.1244681598,EV,에버온,에버온,1661-7766,3,20220921203313.0,20220920201322.0,20220920225326.0,20220921203228.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18542,스파팰리스리가아파트3,EV000885,1,2,"경기도 용인시 기흥구 언남로 5 (언남동, 스파팰리스리가)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.29298540675,127.125714736,EV,에버온,에버온,1661-7766,2,20220919032346.0,20220918181702.0,20220919030309.0,20220918181702.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
